station_id,station_name,timestamp,temperature_c,pressure_hpa,humidity_pct,latitude,longitude,altitude_m
AWS-DEL-01,Delhi Safdarjung,2000-09-26 06:00:00,29.0,1011.1,48.0,28.6139,77.209,216.0
AWS-DEL-01,Delhi Safdarjung,2000-09-26 12:00:00,28.0,1007.1,60.0,28.6139,77.209,216.0
AWS-DEL-01,Delhi Safdarjung,2000-09-26 15:00:00,26.2,1007.1,65.0,28.6139,77.209,216.0
AWS-DEL-01,Delhi Safdarjung,2000-09-26 18:00:00,24.0,1010.1,80.0,28.6139,77.209,216.0
AWS-DEL-01,Delhi Safdarjung,2000-09-26 21:00:00,23.6,1007.9,73.0,28.6139,77.209,216.0
AWS-DEL-01,Delhi Safdarjung,2000-09-27 00:00:00,23.2,1008.9,70.0,28.6139,77.209,216.0
AWS-DEL-01,Delhi Safdarjung,2000-09-27 03:00:00,26.4,1010.1,60.0,28.6139,77.209,216.0
AWS-DEL-01,Delhi Safdarjung,2000-09-27 06:00:00,32.0,1010.0,42.0,28.6139,77.209,216.0
AWS-DEL-01,Delhi Safdarjung,2000-09-27 09:00:00,33.6,1006.9,35.0,28.6139,77.209,216.0
AWS-DEL-01,Delhi Safdarjung,2000-09-27 12:00:00,32.8,1005.4,42.0,28.6139,77.209,216.0
AWS-DEL-01,Delhi Safdarjung,2000-09-27 18:00:00,25.6,1007.5,72.0,28.6139,77.209,216.0
AWS-DEL-01,Delhi Safdarjung,2000-09-27 21:00:00,24.0,1007.6,81.0,28.6139,77.209,216.0
AWS-DEL-01,Delhi Safdarjung,2000-09-28 00:00:00,23.4,1007.7,83.0,28.6139,77.209,216.0
AWS-DEL-01,Delhi Safdarjung,2000-09-28 03:00:00,28.4,1008.6,65.0,28.6139,77.209,216.0
AWS-DEL-01,Delhi Safdarjung,2000-09-28 06:00:00,32.2,1008.2,46.0,28.6139,77.209,216.0
AWS-DEL-01,Delhi Safdarjung,2000-09-28 09:00:00,33.6,1005.3,42.0,28.6139,77.209,216.0
AWS-DEL-01,Delhi Safdarjung,2000-09-28 12:00:00,32.4,1004.4,43.0,28.6139,77.209,216.0
AWS-DEL-01,Delhi Safdarjung,2000-09-28 15:00:00,26.8,1006.4,67.0,28.6139,77.209,216.0
AWS-DEL-01,Delhi Safdarjung,2000-09-28 18:00:00,24.0,1007.1,80.0,28.6139,77.209,216.0
AWS-DEL-01,Delhi Safdarjung,2000-09-28 21:00:00,22.6,1006.7,83.0,28.6139,77.209,216.0
AWS-DEL-01,Delhi Safdarjung,2000-09-29 00:00:00,21.4,1007.9,84.0,28.6139,77.209,216.0
AWS-DEL-01,Delhi Safdarjung,2000-09-29 03:00:00,25.0,1009.6,71.0,28.6139,77.209,216.0
AWS-DEL-01,Delhi Safdarjung,2000-09-29 06:00:00,32.4,1008.8,40.0,28.6139,77.209,216.0
AWS-DEL-01,Delhi Safdarjung,2000-09-29 09:00:00,34.6,1006.3,36.0,28.6139,77.209,216.0
AWS-DEL-01,Delhi Safdarjung,2000-09-29 12:00:00,33.4,1005.3,43.0,28.6139,77.209,216.0
AWS-DEL-01,Delhi Safdarjung,2000-09-29 15:00:00,26.6,1006.4,68.0,28.6139,77.209,216.0
